MatchID,Date,HomeTeam,AwayTeam,Venue,Tournament,Round,HomeScore,AwayScore,HomeTriesScored,AwayTriesScored,HomePossession%,AwayPossession%,HomeYellowCards,AwayYellowCards,HomeRedCards,AwayRedCards,PlayerName,PlayerTeam,PlayerPosition,PlayerNationality,PlayerAge,PlayerCaps,PlayerTries,PlayerConversions,PlayerPenalties,PlayerYellowCards,PlayerRedCards,TacklesMade,TacklesMissed,MetresCarried,Result
1015,2017-10-18,Australia Wallabies,Uruguay Rugby,"Eden Park, Auckland",Autumn Internationals,1,14,45,1,6,36,64,0,0,0,0,Charles de Klerk,Uruguay Rugby,Right Wing,Argentina,24,11,3,0,0,0,0,,,166,Away Win
1016,2024-04-15,Uruguay Rugby,France XV,"Apia Park, Samoa",The Rugby Championship,6,10,19,2,1,35,65,1,0,0,0,Finn Porter,Uruguay Rugby,Right Wing,Uruguay,22,81,1,0,0,0,0,19,1,144,Away Win
1017,2020-11-27,France XV,Georgia Rugby,"Murrayfield, Edinburgh",World Rugby U20 Championship,3,55,20,6,2,54,46,1,0,0,0,Cian Williams,Georgia Rugby,Lock,Georgia,,113,3,0,0,0,0,19,6,86,Home Win
1018,2015-09-07,Argentina Pumas,Romania Rugby,"Ellis Park, Johannesburg",Six Nations,7,56,69,7,8,50,50,0,0,0,0,Finn Itoje,Argentina Pumas,Number 8,Argentina,23,71,2,0,0,0,0,10,5,179,Away Win
1019,2022-05-24,Wales Rugby,Scotland Rugby,"National Stadium, Tokyo",Rugby Europe Championship,5,13,20,1,3,44,56,0,0,0,1,Mason Henshaw,Scotland Rugby,Right Wing,Australia,21,97,3,0,0,0,0,9,7,122,Away Win
1020,2017-10-10,South Africa Springboks,Australia Wallabies,"Ellis Park, Johannesburg",Six Nations,2,58,51,8,6,49,51,1,0,0,0,Rory Henshaw,South Africa Springboks,Lock,South Africa,32,34,0,0,0,0,0,2,,0,Home Win
1021,2024-11-26,Scotland Rugby,Japan Brave Blossoms,"Mikheil Meskhi Stadium, Tbilisi",Six Nations,7,11,62,1,8,39,61,0,0,0,0,Henry Watson,Japan Brave Blossoms,Inside Centre,South Africa,26,39,3,0,0,1,0,15,7,,Away Win
1022,2019-10-02,Romania Rugby,New Zealand All Blacks,,Rugby Europe Championship,3,52,60,7,8,48,52,0,0,0,0,Lucas Johnson,New Zealand All Blacks,Blindside Flanker,New Zealand,27,53,3,0,0,0,0,17,0,116,Away Win
1023,2015-04-17,Georgia Rugby,Italy Rugby,"Stadium Australia, Sydney",Pacific Nations Cup,8,53,3,7,0,64,36,0,1,0,0,Richie Hogg,Georgia Rugby,Loosehead Prop,Georgia,21,71,3,0,0,0,1,3,7,30,Home Win
1024,2017-07-07,Georgia Rugby,Romania Rugby,"Mikheil Meskhi Stadium, Tbilisi",Pacific Nations Cup,3,25,36,1,4,43,57,1,0,0,0,Grégoire Hogg,Romania Rugby,Number 8,Romania,24,45,2,0,0,0,0,14,5,48,Away Win
1025,2017-08-02,Tonga Rugby,Italy Rugby,"Twickenham, London",Pacific Nations Cup,6,5,64,1,7,39,61,0,0,0,0,Jamie Porter,Italy Rugby,Openside Flanker,South Africa,27,84,0,0,0,0,0,17,6,81,Away Win
1026,2021-02-25,Scotland Rugby,England Rugby,"ANZ National Stadium, Suva",World Rugby U20 Championship,2,43,16,7,2,60,40,0,0,0,0,Finn Johnson,England Rugby,Tighthead Prop,New Zealand,22,11,3,0,0,0,0,18,,59,Home Win
1027,2024-05-21,Georgia Rugby,Samoa Rugby,"Principality Stadium, Cardiff",World Rugby U20 Championship,5,59,35,7,4,38,62,0,0,0,1,Antoine de Klerk,Samoa Rugby,Loosehead Prop,Samoa,28,73,0,0,0,0,0,9,3,155,Home Win
1028,2019-08-02,France XV,South Africa Springboks,"National Stadium, Tokyo",,3,10,29,1,4,39,61,1,1,0,0,Tadhg Russell,South Africa Springboks,Outside Centre,South Africa,24,38,2,0,0,0,0,2,2,57,Away Win
1029,2022-06-22,Canada Rugby,France XV,"Apia Park, Samoa",World Rugby U20 Championship,5,33,44,6,5,35,65,0,1,0,0,Richie Henshaw,Canada Rugby,Openside Flanker,New Zealand,25,15,1,0,0,0,0,15,1,24,Away Win
1030,2016-08-20,Ireland Rugby,Georgia Rugby,"Principality Stadium, Cardiff",The Rugby Championship,1,34,39,5,3,46,54,0,0,0,1,Antoine de Klerk,Georgia Rugby,Lock,Georgia,24,16,3,0,0,0,0,20,0,12,Away Win
1031,2017-10-01,Scotland Rugby,Samoa Rugby,"Aviva Stadium, Dublin",Rugby Europe Championship,3,12,59,2,8,62,38,0,0,0,0,Finn de Klerk,Samoa Rugby,Loosehead Prop,Samoa,34,17,3,0,0,0,0,15,7,,Away Win
1032,2015-08-28,Georgia Rugby,New Zealand All Blacks,"Principality Stadium, Cardiff",Autumn Internationals,2,43,49,7,7,39,61,0,0,0,0,Sam Watson,New Zealand All Blacks,Lock,New Zealand,26,59,3,0,0,0,0,20,8,55,Away Win
1033,2017-11-16,Argentina Pumas,Tonga Rugby,"Ellis Park, Johannesburg",Rugby World Cup,2,20,46,1,6,60,40,0,0,1,0,Pieter Carbery,Argentina Pumas,Outside Centre,Argentina,22,55,0,0,0,1,0,11,1,147,Away Win
1034,2023-10-20,Scotland Rugby,Georgia Rugby,"ANZ National Stadium, Suva",World Rugby U20 Championship,1,37,18,4,0,44,56,1,0,0,0,Ethan Furlong,Georgia Rugby,Left Wing,Georgia,30,4,0,0,0,0,0,13,7,87,Home Win
1035,2019-08-22,South Africa Springboks,France XV,"Principality Stadium, Cardiff",Autumn Internationals,8,32,34,6,4,48,52,0,0,0,0,Sean Curry,France XV,Fly-half,France,22,8,0,1,2,1,0,8,4,83,Away Win
1036,2021-12-02,Samoa Rugby,England Rugby,"Principality Stadium, Cardiff",Rugby World Cup,8,16,48,1,5,55,45,0,0,0,0,Faf Williams,England Rugby,Openside Flanker,New Zealand,27,109,0,0,0,0,0,16,1,101,Away Win
1037,2017-04-04,Samoa Rugby,Tonga Rugby,"Twickenham, London",The Rugby Championship,4,17,28,2,2,55,45,0,1,0,0,Ethan Watson,Tonga Rugby,Hooker,New Zealand,19,61,3,0,0,0,0,18,0,90,Away Win
1038,2021-08-19,Spain Rugby,USA Eagles,"Estadio Jose Amalfitani, Buenos Aires",Rugby Europe Championship,1,57,24,7,3,65,35,0,0,0,0,Oliver Kolbe,Spain Rugby,Inside Centre,Spain,21,57,3,0,0,0,0,11,5,72,Home Win
1039,2019-12-28,Tonga Rugby,Japan Brave Blossoms,"ANZ National Stadium, Suva",Pacific Nations Cup,3,39,11,5,1,65,35,0,0,0,0,Hamish Curry,Tonga Rugby,Left Wing,New Zealand,27,102,2,0,0,0,0,,1,165,Home Win
1040,2016-05-28,Ireland Rugby,Australia Wallabies,"Teufaiva Stadium, Tonga",Rugby World Cup,1,36,15,5,2,40,60,1,1,0,0,Charles Itoje,Australia Wallabies,Left Wing,Australia,29,93,1,0,0,1,0,14,3,136,Home Win
1041,2023-09-14,Japan Brave Blossoms,Italy Rugby,"Twickenham, London",Rugby Europe Championship,4,28,32,2,4,52,48,1,0,0,0,Conor Watson,Japan Brave Blossoms,Fullback,New Zealand,27,66,1,0,3,0,0,14,5,6,Away Win
1042,2017-01-10,Fiji Rugby,Ireland Rugby,"Mikheil Meskhi Stadium, Tbilisi",Rugby Europe Championship,8,12,35,2,7,43,57,0,0,0,0,Beauden Kolbe,Ireland Rugby,Lock,Ireland,26,16,0,0,0,0,0,19,,16,Away Win
1043,2018-10-14,Spain Rugby,Samoa Rugby,"Twickenham, London",World Rugby U20 Championship,2,54,45,8,5,60,40,2,0,0,0,Tadhg Furlong,Samoa Rugby,Loosehead Prop,New Zealand,25,46,0,0,0,0,0,,1,148,Home Win
1044,2017-02-23,Uruguay Rugby,Australia Wallabies,"Teufaiva Stadium, Tonga",Autumn Internationals,1,20,23,4,3,64,36,0,0,0,0,Beauden Itoje,Uruguay Rugby,Right Wing,Uruguay,21,100,0,0,0,0,0,3,5,111,Away Win
1045,2016-12-14,USA Eagles,Argentina Pumas,"Ellis Park, Johannesburg",Autumn Internationals,3,50,26,8,4,56,44,0,0,0,0,Grégoire Jones,Argentina Pumas,Inside Centre,Argentina,24,112,2,0,0,0,0,20,0,19,Home Win
1046,2017-02-08,Georgia Rugby,South Africa Springboks,"Teufaiva Stadium, Tonga",World Rugby U20 Championship,6,45,33,5,6,56,44,0,0,0,0,Antoine Dupont,Georgia Rugby,Left Wing,Georgia,25,36,1,0,0,1,0,5,7,132,Home Win
1047,2016-03-28,Uruguay Rugby,Wales Rugby,"Ellis Park, Johannesburg",Autumn Internationals,3,60,7,7,1,52,48,0,1,0,0,Taulupe Kolbe,Uruguay Rugby,Hooker,Argentina,31,26,1,0,0,0,0,11,8,146,Home Win
1048,2021-10-03,USA Eagles,Italy Rugby,"Twickenham, London",The Rugby Championship,2,63,57,7,7,52,48,0,0,1,0,Josh Taylor,USA Eagles,Lock,USA,28,22,1,0,0,0,0,11,8,72,Home Win
1049,2024-03-06,Australia Wallabies,Spain Rugby,"ANZ National Stadium, Suva",Pacific Nations Cup,6,15,18,0,0,53,47,0,0,0,0,Justin Ntamack,Australia Wallabies,Left Wing,New Zealand,19,39,3,0,0,0,0,12,4,116,Away Win
1050,2017-06-17,Samoa Rugby,Italy Rugby,"Estadio Jose Amalfitani, Buenos Aires",Rugby World Cup,6,24,46,3,7,39,61,0,0,0,0,Siya Caelan,Samoa Rugby,Inside Centre,Samoa,28,41,1,0,0,0,0,16,7,127,Away Win
1051,2024-11-22,Japan Brave Blossoms,USA Eagles,"Murrayfield, Edinburgh",The Rugby Championship,1,20,40,1,6,59,41,0,0,0,0,Beauden Williams,USA Eagles,Openside Flanker,South Africa,25,65,3,0,0,0,0,19,1,32,Away Win
1052,2015-01-05,USA Eagles,South Africa Springboks,"Apia Park, Samoa",The Rugby Championship,8,50,51,8,7,45,55,0,2,0,0,Stuart Ntamack,South Africa Springboks,Number 8,South Africa,24,105,0,0,0,0,0,13,4,176,Away Win
1053,2023-11-24,Uruguay Rugby,Australia Wallabies,"National Stadium, Tokyo",Rugby Europe Championship,7,13,15,2,3,49,51,0,0,0,0,James Porter,Australia Wallabies,Tighthead Prop,Fiji,29,67,1,0,0,0,1,15,8,96,Away Win
1054,2018-04-09,Argentina Pumas,USA Eagles,"Estadio Jose Amalfitani, Buenos Aires",The Rugby Championship,4,28,35,4,4,46,54,0,1,0,0,Pieter Doris,USA Eagles,Outside Centre,New Zealand,31,19,2,0,0,0,0,2,5,113,Away Win
1055,2018-01-22,Romania Rugby,Scotland Rugby,"Mikheil Meskhi Stadium, Tbilisi",Pacific Nations Cup,4,21,15,3,0,50,50,0,1,0,0,Owen Russell,Romania Rugby,Left Wing,France,30,26,2,0,0,0,0,,3,136,Home Win
1056,2017-12-28,Tonga Rugby,USA Eagles,"Mikheil Meskhi Stadium, Tbilisi",The Rugby Championship,1,6,33,0,4,55,45,0,0,0,0,Callum van der Merwe,USA Eagles,Hooker,New Zealand,23,43,1,0,0,0,0,5,0,86,Away Win
1057,2016-03-05,England Rugby,Italy Rugby,"Murrayfield, Edinburgh",The Rugby Championship,4,9,40,0,4,43,57,2,0,0,0,Cian Jones,Italy Rugby,Left Wing,Argentina,25,16,3,0,0,0,0,16,4,176,Away Win
1058,2021-12-18,Spain Rugby,Samoa Rugby,"Mikheil Meskhi Stadium, Tbilisi",Autumn Internationals,4,21,19,3,1,38,62,0,0,0,0,Siya Watson,Spain Rugby,Number 8,Spain,28,15,1,0,0,0,0,16,7,14,Home Win
1059,2024-02-02,New Zealand All Blacks,Scotland Rugby,"Principality Stadium, Cardiff",The Rugby Championship,2,42,6,8,0,48,52,0,0,0,0,Malcolm Watson,Scotland Rugby,Right Wing,New Zealand,30,118,3,0,0,0,0,17,2,167,Home Win
1060,2023-07-18,Japan Brave Blossoms,Uruguay Rugby,"Principality Stadium, Cardiff",Rugby Europe Championship,4,25,42,3,7,64,36,1,1,0,0,Rory Williams,Japan Brave Blossoms,Hooker,New Zealand,25,77,0,0,0,0,0,1,3,11,Away Win
1061,2024-10-25,Romania Rugby,Fiji Rugby,"ANZ National Stadium, Suva",Rugby Europe Championship,6,20,37,3,4,44,56,0,0,0,0,Hamish Russell,Romania Rugby,Loosehead Prop,France,26,45,3,0,0,0,0,13,6,38,Away Win
1062,2021-07-18,South Africa Springboks,Romania Rugby,"Estadio Jose Amalfitani, Buenos Aires",Six Nations,7,32,24,3,4,64,36,0,0,0,0,Malcolm Carbery,South Africa Springboks,Fly-half,South Africa,22,78,0,0,1,0,0,17,3,122,Home Win
1063,2024-12-07,Uruguay Rugby,Scotland Rugby,"Principality Stadium, Cardiff",Six Nations,6,41,44,4,6,44,56,0,0,0,0,Rory Itoje,Scotland Rugby,Blindside Flanker,New Zealand,22,53,0,0,0,0,0,4,0,66,Away Win
1064,2019-08-24,Canada Rugby,Fiji Rugby,"ANZ National Stadium, Suva",World Rugby U20 Championship,8,48,25,7,2,52,48,0,1,0,0,William Carbery,Canada Rugby,Loosehead Prop,Canada,,98,0,0,0,0,0,7,1,38,Home Win
1065,2023-07-01,New Zealand All Blacks,Romania Rugby,"Eden Park, Auckland",Pacific Nations Cup,5,58,43,8,4,56,44,0,1,0,0,Callum Lowe,New Zealand All Blacks,Scrum-half,New Zealand,32,33,2,0,0,0,0,11,6,117,Home Win
1066,2021-07-18,England Rugby,Italy Rugby,"Murrayfield, Edinburgh",Rugby World Cup,1,27,25,2,1,45,55,0,1,0,0,Rory Porter,England Rugby,Fullback,England,26,73,3,0,2,0,0,8,,144,Home Win
1067,2017-10-08,England Rugby,Fiji Rugby,"National Stadium, Tokyo",Rugby Europe Championship,7,55,53,8,5,57,43,0,0,1,0,William Dupont,Fiji Rugby,Fly-half,Fiji,31,99,3,2,0,0,0,14,7,58,Home Win
1068,2019-03-13,England Rugby,France XV,"Apia Park, Samoa",Rugby Europe Championship,3,34,25,6,5,65,35,0,0,0,0,Grégoire Hogg,England Rugby,Scrum-half,South Africa,28,66,3,0,0,0,0,17,1,152,Home Win
1069,2023-03-22,Scotland Rugby,Spain Rugby,"Principality Stadium, Cardiff",Six Nations,3,27,26,4,4,40,60,0,0,0,0,Alun Lowe,Spain Rugby,Fly-half,Spain,24,26,3,0,1,0,0,10,6,84,Home Win
1070,2017-07-11,Uruguay Rugby,Fiji Rugby,"Aviva Stadium, Dublin",World Rugby U20 Championship,8,39,47,3,5,47,53,0,1,0,1,Hugo Porter,Uruguay Rugby,Lock,Uruguay,28,57,2,0,0,0,0,13,7,35,Away Win
1071,2023-12-14,Tonga Rugby,Romania Rugby,"Estadio Jose Amalfitani, Buenos Aires",Rugby World Cup,6,57,20,8,1,46,54,0,0,0,0,Romain Brown,Romania Rugby,Loosehead Prop,France,33,13,2,0,0,0,0,17,3,114,Home Win
1072,2017-06-10,England Rugby,Ireland Rugby,"Stadium Australia, Sydney",Autumn Internationals,4,50,58,8,7,58,42,0,0,0,0,Cheslin Henshaw,England Rugby,Hooker,England,26,87,1,0,0,1,0,16,2,141,Away Win
1073,2022-10-14,New Zealand All Blacks,Scotland Rugby,"Principality Stadium, Cardiff",Rugby World Cup,4,15,46,3,4,62,38,0,0,0,0,Siya Lowe,Scotland Rugby,Openside Flanker,Australia,33,79,3,0,0,0,0,14,2,172,Away Win
1074,2021-07-20,Ireland Rugby,Canada Rugby,"Twickenham, London",Pacific Nations Cup,7,48,29,6,2,64,36,0,2,0,0,Siya Watson,Ireland Rugby,Fly-half,Ireland,18,7,2,0,3,0,0,17,8,167,Home Win
1075,2019-04-18,Japan Brave Blossoms,South Africa Springboks,"Aviva Stadium, Dublin",Six Nations,8,43,60,7,8,52,48,1,0,0,0,Romain Brown,South Africa Springboks,Inside Centre,South Africa,30,107,1,0,0,0,1,14,4,89,Away Win
1076,2017-10-05,Spain Rugby,Italy Rugby,"Teufaiva Stadium, Tonga",Six Nations,4,12,36,0,5,45,55,2,0,0,1,Charles Jones,Spain Rugby,Lock,Spain,27,111,1,0,0,0,0,4,5,63,Away Win
1077,2023-12-09,England Rugby,Italy Rugby,"Apia Park, Samoa",,8,35,50,7,5,49,51,0,0,0,0,Romain Barrett,Italy Rugby,Number 8,Italy,25,35,2,0,0,0,0,18,2,,Away Win
1078,2022-01-14,Australia Wallabies,Uruguay Rugby,"Stade de France, Paris",World Rugby U20 Championship,3,39,16,4,2,43,57,0,0,0,0,Romain Henshaw,Uruguay Rugby,Hooker,Uruguay,27,,0,0,0,0,0,4,3,132,Home Win
1079,2016-02-11,Tonga Rugby,England Rugby,"Stadium Australia, Sydney",The Rugby Championship,3,43,14,6,2,51,49,0,0,0,0,Charles Lowe,Tonga Rugby,Left Wing,Tonga,19,57,1,0,0,0,0,3,6,89,Home Win
1080,2018-09-20,New Zealand All Blacks,Fiji Rugby,"Estadio Jose Amalfitani, Buenos Aires",Six Nations,7,31,0,4,0,42,58,0,0,0,1,Mason Curry,Fiji Rugby,Right Wing,Fiji,26,,3,0,0,0,0,15,1,4,Home Win
1081,2021-02-21,Italy Rugby,Georgia Rugby,"Estadio Jose Amalfitani, Buenos Aires",Pacific Nations Cup,3,36,8,4,1,60,40,0,0,0,0,Romain Furlong,Italy Rugby,Right Wing,South Africa,28,31,0,0,0,0,0,3,7,156,Home Win
1082,2023-12-09,Samoa Rugby,Canada Rugby,"Twickenham, London",The Rugby Championship,3,38,16,4,1,43,57,0,0,1,0,Taulupe Itoje,Canada Rugby,Loosehead Prop,New Zealand,32,,1,0,0,0,0,3,,,Home Win
1083,2021-04-11,South Africa Springboks,Romania Rugby,"Stade de France, Paris",Autumn Internationals,6,28,19,4,1,56,44,1,0,0,1,Hugo Ntamack,Romania Rugby,Outside Centre,Romania,24,109,2,0,0,0,0,0,5,51,Home Win
1084,2017-01-14,Canada Rugby,Scotland Rugby,"Eden Park, Auckland",Six Nations,6,9,53,0,5,58,42,0,0,0,0,Ethan Porter,Scotland Rugby,Lock,Scotland,23,12,0,0,0,1,0,16,6,179,Away Win
1085,2017-04-10,South Africa Springboks,Georgia Rugby,"Aviva Stadium, Dublin",Rugby Europe Championship,6,40,34,6,5,37,63,1,0,0,0,Grégoire Watson,South Africa Springboks,Blindside Flanker,South Africa,24,53,0,0,0,0,0,6,7,78,Home Win
1086,2016-12-08,Fiji Rugby,Ireland Rugby,"Stadium Australia, Sydney",Autumn Internationals,1,31,38,4,4,49,51,0,0,0,0,Liam Jones,Fiji Rugby,Right Wing,Fiji,30,100,1,0,0,0,0,11,1,149,Away Win
1087,2015-08-02,Fiji Rugby,France XV,"Twickenham, London",Pacific Nations Cup,7,45,56,6,7,40,60,0,1,0,0,Jamie Lowe,Fiji Rugby,Fly-half,Fiji,28,32,2,3,3,0,0,2,4,98,Away Win
1088,2023-08-12,Samoa Rugby,USA Eagles,"Mikheil Meskhi Stadium, Tbilisi",Pacific Nations Cup,6,38,32,6,4,42,58,0,1,0,0,Pieter Doris,USA Eagles,Fly-half,South Africa,24,30,1,0,1,0,0,1,3,147,Home Win
1089,2015-12-23,Samoa Rugby,Spain Rugby,"Stadium Australia, Sydney",Pacific Nations Cup,3,28,39,3,7,37,63,0,0,0,0,Mason Dupont,Spain Rugby,Inside Centre,Spain,29,23,2,0,0,0,0,4,1,134,Away Win
1090,2022-11-11,Australia Wallabies,Georgia Rugby,"Twickenham, London",World Rugby U20 Championship,6,36,27,3,2,44,56,0,0,0,0,Finn Lowe,Georgia Rugby,Blindside Flanker,Georgia,27,118,1,0,0,0,0,15,2,84,Home Win
1091,2015-05-07,Fiji Rugby,Uruguay Rugby,"Stade de France, Paris",World Rugby U20 Championship,2,25,29,5,4,49,51,0,2,0,0,Justin Curry,Uruguay Rugby,Hooker,Argentina,30,107,3,0,0,0,0,7,2,115,Away Win
1092,2016-06-20,England Rugby,Romania Rugby,"National Stadium, Tokyo",Autumn Internationals,1,41,12,6,2,38,62,0,2,0,0,Richie Kolbe,Romania Rugby,Hooker,France,,7,3,0,0,0,0,4,0,92,Home Win
1093,2016-05-26,England Rugby,USA Eagles,"Principality Stadium, Cardiff",Autumn Internationals,8,31,13,4,1,63,37,0,0,0,0,Conor Caelan,USA Eagles,Loosehead Prop,USA,25,20,0,0,0,0,0,17,6,150,Home Win
1094,2019-02-13,Scotland Rugby,USA Eagles,"Mikheil Meskhi Stadium, Tbilisi",Rugby Europe Championship,1,62,51,8,8,40,60,1,0,0,0,Benjamin Carbery,Scotland Rugby,Openside Flanker,,25,26,1,0,0,0,0,2,1,99,Home Win
1095,2021-03-05,Italy Rugby,France XV,"National Stadium, Tokyo",Pacific Nations Cup,2,16,13,1,1,47,53,0,0,0,0,Jamie Lowe,France XV,Left Wing,France,21,89,3,0,0,0,0,10,,12,Home Win
1096,2017-05-24,France XV,Argentina Pumas,"Murrayfield, Edinburgh",Rugby Europe Championship,6,28,43,4,6,49,51,0,1,0,0,Taulupe van der Merwe,Argentina Pumas,Tighthead Prop,Argentina,28,9,2,0,0,0,0,16,0,44,Away Win
1097,2021-11-04,Georgia Rugby,Canada Rugby,"ANZ National Stadium, Suva",Rugby World Cup,4,36,67,5,7,50,50,0,0,0,0,Noah Curry,Georgia Rugby,Loosehead Prop,Georgia,28,,1,0,0,0,0,6,4,,Away Win
1098,2019-10-26,New Zealand All Blacks,Argentina Pumas,"Aviva Stadium, Dublin",World Rugby U20 Championship,5,51,40,6,6,41,59,0,0,0,0,Taulupe Carbery,New Zealand All Blacks,Right Wing,New Zealand,27,108,2,0,0,0,0,9,4,175,Home Win
1099,2017-09-25,Japan Brave Blossoms,Wales Rugby,"Stade de France, Paris",Rugby World Cup,7,50,19,5,2,44,56,0,0,0,0,Sean Carbery,Japan Brave Blossoms,Scrum-half,Australia,26,82,3,0,0,0,0,16,4,43,Home Win
1100,2016-04-12,Australia Wallabies,Samoa Rugby,"Stade de France, Paris",World Rugby U20 Championship,5,46,35,6,5,49,51,1,0,0,0,Callum Watson,Australia Wallabies,Hooker,New Zealand,21,112,3,0,0,0,0,4,2,51,Home Win
1101,2020-11-02,Fiji Rugby,Australia Wallabies,"Eden Park, Auckland",Autumn Internationals,5,35,30,3,2,59,41,0,0,0,0,Liam Jones,Australia Wallabies,Scrum-half,New Zealand,25,26,2,0,0,1,0,16,3,4,Home Win
1102,2015-05-10,Australia Wallabies,England Rugby,,World Rugby U20 Championship,6,40,30,6,2,41,59,0,1,0,0,Mason Barrett,Australia Wallabies,Inside Centre,Fiji,25,3,1,0,0,0,0,,6,163,Home Win
1103,2021-02-18,Italy Rugby,Uruguay Rugby,"Aviva Stadium, Dublin",Autumn Internationals,3,34,0,3,0,56,44,0,0,0,0,Jamie Brown,Italy Rugby,Lock,Argentina,23,15,0,0,0,0,0,8,8,51,Home Win
1104,2016-10-22,New Zealand All Blacks,France XV,"Murrayfield, Edinburgh",Six Nations,2,57,10,8,1,49,51,2,0,0,0,Beauden Itoje,New Zealand All Blacks,Outside Centre,New Zealand,26,87,2,0,0,0,0,1,0,35,Home Win
1105,2021-07-15,Australia Wallabies,France XV,"Aviva Stadium, Dublin",Rugby Europe Championship,7,42,45,7,6,58,42,0,1,0,0,Grégoire Johnson,France XV,Fly-half,Ivory Coast,28,49,2,4,0,0,0,,7,124,Away Win
1106,2018-11-28,Romania Rugby,Spain Rugby,"Stadium Australia, Sydney",Pacific Nations Cup,2,51,34,6,3,55,45,0,1,0,1,Kieran Watson,Romania Rugby,Right Wing,Romania,34,61,3,0,0,0,0,15,5,61,Home Win
